Regionname,Suburb,Propertycount,Address,CouncilArea,Postcode,Distance,BrokerAgent,Date,Longtitude,Lattitude,Method,Type,Rooms,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Western Metropolitan,West Footscray,5058,1/12 Hatfield Ct,Maribyrnong,3012,8.2,Sweeney,23-02-2036,144.8686,-37.809,SP,u,4,4,2,1,0,171,1970,530000
Western Metropolitan,West Footscray,5058,45 Hansen St,Maribyrnong,3012,8.2,Jas,24-02-2036,144.8761,-37.8067,S,h,3,3,1,2,347,113,1925,967000
Western Metropolitan,West Footscray,5058,13 Soudan Rd,Maribyrnong,3012,8.2,Brad,25-02-2036,144.8812,-37.7914,S,h,3,3,1,1,442,123,1950,840000
Western Metropolitan,West Footscray,5058,8/21 Hampton Pde,Maribyrnong,3012,8.2,Sweeney,26-02-2036,144.8678,-37.8067,S,u,1,1,1,1,0,99,,241000
Western Metropolitan,West Footscray,5058,12 Stonemark Ct,Maribyrnong,3012,8.2,Biggin,27-02-2036,144.881,-37.7941,S,h,3,3,1,1,412,162,1980,910000
Western Metropolitan,West Footscray,5058,12/624 Barkly St,Maribyrnong,3012,8.2,hockingstuart,28-02-2036,144.8735,-37.7968,S,u,2,2,1,1,0,,,470000
Western Metropolitan,West Footscray,5058,11 Elphinstone St,Maribyrnong,3012,8.2,Sweeney,29-02-2036,144.8732,-37.7937,S,h,3,3,1,3,440,131,1950,820000
Western Metropolitan,West Footscray,5058,12 Stanley St,Maribyrnong,3012,8.2,Brad,01-03-2036,144.8733,-37.7915,S,h,3,3,1,1,353,360,1925,756000
Western Metropolitan,West Footscray,5058,49 Napoleon St,Maribyrnong,3012,8.2,Jas,02-03-2036,144.8658,-37.791,S,h,3,3,1,4,596,,,845000
Western Metropolitan,West Footscray,5058,120 Cross St,Maribyrnong,3012,8.2,Ray,03-03-2036,144.877,-37.8001,SA,h,4,4,1,3,511,,,850000
Western Metropolitan,West Footscray,5058,1/9 Indwe St,Maribyrnong,3012,8.2,Nelson,04-03-2036,144.8679,-37.8038,S,t,3,3,1,2,255,148,2001,620000
Western Metropolitan,West Footscray,5058,21 Napoleon St,Maribyrnong,3012,8.2,Burnham,05-03-2036,144.8689,-37.7913,S,h,2,2,1,4,596,,,1001000
Western Metropolitan,West Footscray,5058,20 Warleigh Rd,Maribyrnong,3012,8.2,Sweeney,06-03-2036,144.8794,-37.7995,SP,h,3,3,2,3,336,94,1910,875000
Western Metropolitan,West Footscray,5058,2/746 Barkly St,Maribyrnong,3012,8.2,Sweeney,07-03-2036,144.8641,-37.7956,S,t,2,2,1,1,148,,,520000
Western Metropolitan,West Footscray,5058,7 Church St,Maribyrnong,3012,8.2,Sweeney,08-03-2036,144.8793,-37.7908,S,h,3,3,1,2,434,,,915000
Western Metropolitan,West Footscray,5058,28 Khartoum St,Maribyrnong,3012,8.2,Sweeney,09-03-2036,144.8793,-37.7919,S,h,4,2,1,2,426,144,1930,830000
Western Metropolitan,West Footscray,5058,3/1 Carmichael St,Maribyrnong,3012,8.2,Biggin,10-03-2036,144.879,-37.7991,VB,t,2,2,2,1,0,,,510000
Western Metropolitan,West Footscray,5058,2/30 Fontein St,Maribyrnong,3012,8.2,Biggin,11-03-2036,144.8647,-37.8004,SP,u,2,2,1,1,154,2,2005,545000
Western Metropolitan,West Footscray,5058,6 Fontein St,Maribyrnong,3012,8.2,Biggin,12-03-2036,144.8665,-37.8008,PI,h,5,3,1,1,466,,,691000
Western Metropolitan,West Footscray,5058,39 Blandford St,Maribyrnong,3012,8.2,Sweeney,13-03-2036,144.8774,-37.7958,SP,h,3,3,1,4,495,,,991000
Western Metropolitan,West Footscray,5058,8 Dongola Rd,Maribyrnong,3012,8.2,hockingstuart,14-03-2036,144.8821,-37.7911,S,h,3,3,1,3,448,96,1925,913000
Western Metropolitan,West Footscray,5058,23 Fontein St,Maribyrnong,3012,8.2,Sweeney,15-03-2036,144.8653,-37.8009,S,h,2,2,1,2,462,101,1960,850000
Western Metropolitan,West Footscray,5058,2a Hope St,Maribyrnong,3012,8.2,Jas,16-03-2036,144.8717,-37.7908,S,h,2,2,1,1,308,,,705000
Western Metropolitan,West Footscray,5058,135 Suffolk St,Maribyrnong,3012,8.2,Jas,17-03-2036,144.867,-37.79,S,h,3,3,1,1,405,,,709000
Western Metropolitan,West Footscray,5058,9/24 Dongola Rd,Maribyrnong,3012,8.2,Jas,18-03-2036,144.8814,-37.7923,S,h,3,3,2,3,446,,2006,900000
Western Metropolitan,West Footscray,5058,35 Exhibition St,Maribyrnong,3012,8.2,Village,19-03-2036,144.875,-37.8058,S,h,2,2,1,1,259,,,790000
Western Metropolitan,West Footscray,5058,50 Hex St,Maribyrnong,3012,8.2,Village,20-03-2036,144.8629,-37.8021,S,h,2,3,1,1,267,95,1940,770000
Western Metropolitan,West Footscray,5058,77 Suffolk St,Maribyrnong,3012,8.2,Burnham,21-03-2036,144.8714,-37.7905,S,h,2,2,1,2,161,700,1977,495000
Western Metropolitan,West Footscray,5058,107 Alma St,Maribyrnong,3012,8.2,Sweeney,22-03-2036,144.8639,-37.7936,S,h,3,3,1,4,1000,85,1930,1575000
Western Metropolitan,West Footscray,5058,51 Roberts St,Maribyrnong,3012,8.2,Sweeney,23-03-2036,144.8707,-37.8067,S,h,2,2,1,2,626,,,326500
Western Metropolitan,West Footscray,5058,10 Rupert St,Maribyrnong,3012,8.2,Biggin,24-03-2036,144.8768,-37.7991,S,h,3,3,2,2,520,,,1028000
Western Metropolitan,West Footscray,5058,6/16 Warleigh Rd,Maribyrnong,3012,8.2,Sweeney,25-03-2036,144.8794,-37.7993,SP,u,1,1,1,1,628,44,1970,288000
Western Metropolitan,West Footscray,5058,44 Clive St,Maribyrnong,3012,8.2,Sweeney,26-03-2036,144.8743,-37.7978,SP,h,3,4,1,2,536,113,1925,1151500
Western Metropolitan,West Footscray,5058,31 Napoleon St,Maribyrnong,3012,8.2,Biggin,27-03-2036,144.868,-37.7912,S,h,3,3,1,2,501,147,1960,860000
Western Metropolitan,West Footscray,5058,55 Elphinstone St,Maribyrnong,3012,8.2,Jas,28-03-2036,144.8728,-37.796,S,h,3,3,1,3,372,96,1920,805000
Western Metropolitan,West Footscray,5058,10/745 Barkly St,Maribyrnong,3012,8.2,Sweeney,29-03-2036,144.8634,-37.796,PI,u,2,2,1,1,0,,,262500
Western Metropolitan,West Footscray,5058,5/14 Busch St,Maribyrnong,3012,8.2,hockingstuart,30-03-2036,144.8762,-37.7956,S,h,2,2,1,1,0,90,1980,450000
Western Metropolitan,West Footscray,5058,5 Gwelo St,Maribyrnong,3012,8.2,Sweeney,31-03-2036,144.8663,-37.8019,S,h,3,3,2,3,466,,1940,935000
Western Metropolitan,West Footscray,5058,372 Somerville Rd,Maribyrnong,3012,8.2,Purplebricks,01-04-2036,144.8666,-37.8107,SP,h,4,4,2,1,665,,1960,830000
Western Metropolitan,West Footscray,5058,5/652 Barkly St,Maribyrnong,3012,8.2,Sweeney,02-04-2036,144.8716,-37.7966,S,u,2,2,1,1,0,,1975,456000
Western Metropolitan,West Footscray,5058,18 Molesworth Ct,Maribyrnong,3012,8.2,Sweeney,03-04-2036,144.8741,-37.7943,S,h,3,3,1,1,321,,,660000
Western Metropolitan,West Footscray,5058,4/17 Beaumont Pde,Maribyrnong,3012,8.2,Greg,04-04-2036,144.8684,-37.8079,VB,u,2,2,1,1,781,82,2013,420000
Western Metropolitan,West Footscray,5058,116 Essex St,Maribyrnong,3012,8.2,Sweeney,05-04-2036,144.8782,-37.7937,S,h,3,3,2,2,335,,,820000
Western Metropolitan,West Footscray,5058,32 Richelieu St,Maribyrnong,3012,8.2,Village,06-04-2036,144.8711,-37.7908,S,h,5,5,2,2,352,,,1030000
Western Metropolitan,West Footscray,5058,121 Suffolk St,Maribyrnong,3012,8.2,Village,07-04-2036,144.8682,-37.7901,S,h,3,3,1,1,397,127,1960,878000
Western Metropolitan,Albion,2185,7 Dalworth St,Brimbank,3020,13.9,Barry,08-04-2036,144.8121,-37.7812,SA,h,2,2,1,2,672,111,1958,765000
Western Metropolitan,Albion,2185,14 Delmont St,Brimbank,3020,13.9,hockingstuart,09-04-2036,144.8121,-37.7801,S,h,3,3,2,3,628,140,1960,730000
Western Metropolitan,Albion,2185,12 Wyalong St,Brimbank,3020,13.9,Bells,10-04-2036,144.818,-37.7778,S,h,2,2,1,0,697,94,1970,730000
Western Metropolitan,Albion,2185,29 Norwood St,Brimbank,3020,13.9,Sweeney,11-04-2036,144.8117,-37.7792,SP,h,3,3,2,2,605,102,1965,593000
Western Metropolitan,Albion,2185,25 Sydney St,Brimbank,3020,13.9,Bells,12-04-2036,144.8221,-37.7825,S,h,4,4,1,2,837,156,1930,816000
Western Metropolitan,Albion,2185,60 Sydney St,Brimbank,3020,13.9,Sweeney,13-04-2036,144.8229,-37.7801,S,h,3,3,1,1,706,,,720000
Western Metropolitan,Albion,2185,3/14 Ridley St,Brimbank,3020,13.9,FN,14-04-2036,144.8256,-37.7836,PI,t,2,2,1,1,74,,1970,300000
Western Metropolitan,Albion,2185,27 Burnewang St,Brimbank,3020,13.9,Barry,15-04-2036,144.8176,-37.7835,S,h,2,2,1,2,697,,1950,670000
Western Metropolitan,Albion,2185,13 Maylands St,Brimbank,3020,13.9,Barry,16-04-2036,144.8175,-37.7765,S,h,3,3,1,1,697,,,685000
Western Metropolitan,Albion,2185,12 Coolamon St,Brimbank,3020,13.9,Barry,17-04-2036,144.8204,-37.7795,SP,h,2,2,1,1,534,90,1950,600000
Western Metropolitan,Albion,2185,70 Forrest St,Brimbank,3020,13.9,Sweeney,18-04-2036,144.8175,-37.7842,VB,h,3,3,1,1,697,110,1928,600000
Western Metropolitan,Albion,2185,10/117 Anderson Rd,Brimbank,3020,13.9,hockingstuart,19-04-2036,144.8272,-37.7852,S,u,1,1,1,1,2347,43,1975,185000
Western Metropolitan,Albion,2185,25 Brisbane St,Brimbank,3020,13.9,Barry,20-04-2036,144.8164,-37.7761,S,u,2,3,1,1,199,,,463000
Western Metropolitan,Albion,2185,16/20 Talmage St,Brimbank,3020,13.9,Barry,21-04-2036,144.8252,-37.7796,SP,t,2,2,1,1,0,78,1970,319000
Western Metropolitan,Albion,2185,53 Adelaide St,Brimbank,3020,13.9,Douglas,22-04-2036,144.8196,-37.7795,S,h,4,4,1,1,697,,,660000
Western Metropolitan,Albion,2185,2/32 Forrest St,Brimbank,3020,13.9,Douglas,23-04-2036,144.8231,-37.7848,S,u,3,3,2,7,420,150,1970,560000
Western Metropolitan,Albion,2185,20 Hutchinson St,Brimbank,3020,13.9,FN,24-04-2036,144.8186,-37.7808,SP,h,3,3,1,0,695,,,625000
Western Metropolitan,Albion,2185,16 Selwyn St,Brimbank,3020,13.9,Bells,25-04-2036,144.8159,-37.7817,S,h,3,3,1,3,743,,1970,791000
Western Metropolitan,Albion,2185,28 Selwyn St,Brimbank,3020,13.9,Barry,26-04-2036,144.8159,-37.7806,S,h,2,2,1,1,497,,,541000
Western Metropolitan,Albion,2185,13 Gunnedah St,Brimbank,3020,13.9,Village,27-04-2036,144.8209,-37.7789,S,h,3,3,1,2,534,,,760000
Western Metropolitan,Albion,2185,48 Sydney St,Brimbank,3020,13.9,Barry,28-04-2036,144.8228,-37.7809,S,h,3,3,1,0,697,153,1920,840000
Western Metropolitan,Albion,2185,8/6 Ridley St,Brimbank,3020,13.9,Biggin,29-04-2036,144.8266,-37.7833,PI,u,1,2,1,1,36,,,145000
Western Metropolitan,Albion,2185,3 Barclay St,Brimbank,3020,13.9,Barry,30-04-2036,144.8234,-37.7813,S,h,2,2,1,2,463,85,,460000
Western Metropolitan,Albion,2185,5/25 Ridley St,Brimbank,3020,13.9,Burnham,01-05-2036,144.8239,-37.7839,SP,u,2,2,1,1,0,,,190000
Western Metropolitan,Brooklyn,962,3/673 Geelong Rd,Hobsons Bay,3012,10.9,Jas,02-05-2036,144.8386,-37.8203,PI,t,3,3,1,1,131,,,430000
Western Metropolitan,Brooklyn,962,1/8 Paw Paw Rd,Brimbank,3012,10.9,hockingstuart,03-05-2036,144.8392,-37.8226,SP,h,2,2,1,2,191,87,2014,507000
Western Metropolitan,Brooklyn,962,11 Houston Ct,Hobsons Bay,3012,10.9,hockingstuart,04-05-2036,144.8431,-37.8239,S,h,3,3,1,2,715,,,892000
Southern Metropolitan,Glen Huntly,2403,7/15 Manchester Gr,Glen Eira,3163,10.4,Woodards,05-05-2036,145.0407,-37.8878,S,u,2,2,2,1,0,,,695000
Southern Metropolitan,Glen Huntly,2403,83 Grange Rd,Glen Eira,3163,10.4,Gary,06-05-2036,145.0456,-37.8878,S,h,3,3,1,2,553,137,1930,1160000
Southern Metropolitan,Glen Huntly,2403,8 Augusta St,Glen Eira,3163,10.4,Woodards,07-05-2036,145.0387,-37.8904,S,h,3,3,2,1,295,176,1930,1330000
Southern Metropolitan,Glen Huntly,2403,2/143 Grange Rd,Glen Eira,3163,10.4,hockingstuart,08-05-2036,145.0456,-37.8925,S,u,2,2,1,1,1035,,1963,695000
Southern Metropolitan,Glen Huntly,2403,2/6 Culma St,Glen Eira,3163,10.4,Woodards,09-05-2036,145.0409,-37.8924,S,u,2,2,1,1,0,,1995,812000
Southern Metropolitan,Glen Huntly,2403,6/99 Neerim Rd,Glen Eira,3163,10.4,hockingstuart,10-05-2036,145.0408,-37.8868,PI,u,2,2,1,1,0,,1960,350000
Southern Metropolitan,Glen Huntly,2403,6/135 Grange Rd,Glen Eira,3163,10.4,Gary,11-05-2036,145.0451,-37.8915,S,h,2,2,1,1,100,,,630000
Southern Metropolitan,Glen Huntly,2403,2/4 Hinton Rd,Glen Eira,3163,10.4,Ray,12-05-2036,145.0449,-37.8877,PI,t,2,2,2,1,81,2,,635000
Southern Metropolitan,Glen Huntly,2403,16/89 Neerim Rd,Glen Eira,3163,10.4,Gary,13-05-2036,145.0396,-37.8866,S,t,2,2,1,1,0,68,1970,636500
Southern Metropolitan,Glen Huntly,2403,27 Augusta St,Glen Eira,3163,10.4,Gary,14-05-2036,145.0381,-37.8921,S,h,5,5,3,2,688,347,1910,2575000
Southern Metropolitan,Glen Huntly,2403,201/1177 Glen Huntly Rd,Glen Eira,3163,10.4,Woodards,15-05-2036,145.0431,-37.8894,S,u,2,2,1,1,0,,,445000
Southern Metropolitan,Glen Huntly,2403,22/89 Neerim Rd,Glen Eira,3163,10.4,Buxton,16-05-2036,145.0396,-37.8866,S,t,2,2,1,1,0,78,1970,710000
Southern Metropolitan,Glen Huntly,2403,1/205 Grange Rd,Glen Eira,3163,10.4,Gary,17-05-2036,145.0453,-37.8966,S,u,2,2,1,1,1784,110,1970,640000
Southern Metropolitan,Oakleigh,3224,128 Atherton Rd,Monash,3166,14,Ray,18-05-2036,145.0981,-37.9001,S,h,2,2,1,2,553,,1938,1010000
Southern Metropolitan,Oakleigh,3224,8/105 Atherton Rd,Monash,3166,14,Ray,19-05-2036,145.0955,-37.8994,PI,h,2,2,1,1,0,80,1960,305000
Southern Metropolitan,Oakleigh,3224,11/79 Atherton Rd,Monash,3166,14,Woodards,20-05-2036,145.0939,-37.8991,PI,u,2,2,1,1,0,87,2004,400000
Southern Metropolitan,Oakleigh,3224,94 Burlington St,Monash,3166,14,Barry,21-05-2036,145.1006,-37.9033,PI,h,3,3,1,1,670,118,1925,880000
Southern Metropolitan,Oakleigh,3224,4 Leroux St,Monash,3166,14,Buxton,22-05-2036,145.1046,-37.8961,S,h,3,3,1,2,689,,,1076000
Southern Metropolitan,Oakleigh,3224,3 Estelle St,Monash,3166,14,Ray,23-05-2036,145.1013,-37.8923,S,h,3,3,1,2,602,107,1950,1045000
Southern Metropolitan,Oakleigh,3224,5/1 Parer St,Monash,3166,14,Barry,24-05-2036,145.0977,-37.9086,SP,h,2,2,1,1,211,,1975,600000
Southern Metropolitan,Oakleigh,3224,105 Atkinson St,Monash,3166,14,Ray,25-05-2036,145.0928,-37.8956,S,h,3,3,1,2,553,,,1225000
Southern Metropolitan,Oakleigh,3224,1173 North Rd,Monash,3166,14,Buxton,26-05-2036,145.0914,-37.91,S,h,3,3,1,2,650,,,1035000
Southern Metropolitan,Oakleigh,3224,1/1478 Dandenong Rd,Monash,3166,14,Buxton,27-05-2036,145.0983,-37.8968,S,u,3,3,1,2,340,103,1930,690000
Southern Metropolitan,Oakleigh,3224,53 William St,Monash,3166,14,Buxton,28-05-2036,145.1024,-37.9055,SP,h,3,3,2,2,544,146,1970,1050000
Southern Metropolitan,Oakleigh,3224,56 Burlington St,Monash,3166,14,Ray,29-05-2036,145.0971,-37.9028,S,h,3,3,1,2,643,,,1045000
Southern Metropolitan,Oakleigh,3224,1249 North Rd,Monash,3166,14,Buxton,30-05-2036,145.0995,-37.9109,SP,h,3,2,1,2,691,140,1950,865000
Southern Metropolitan,Oakleigh,3224,13 Hilbert Ct,Monash,3166,14,Buxton,31-05-2036,145.101,-37.8951,S,h,3,3,1,2,548,115,1975,1033000
Southern Metropolitan,Oakleigh,3224,1231 North Rd,Monash,3166,14,Woodards,01-06-2036,145.0975,-37.9107,S,h,4,4,1,2,683,,,991000
Southern Metropolitan,Oakleigh,3224,134 Atherton Rd,Monash,3166,14,Ray,02-06-2036,145.099,-37.9002,S,h,4,4,1,2,802,,,1641000
Southern Metropolitan,Oakleigh,3224,3/21 John St,Monash,3166,14,Barry,03-06-2036,145.1008,-37.9024,S,h,2,2,1,1,156,,,655000
Southern Metropolitan,Oakleigh,3224,1472 Dandenong Rd,Monash,3166,14,Woodards,04-06-2036,145.0977,-37.8964,PI,h,2,2,2,2,607,138,1950,750000
Southern Metropolitan,Oakleigh,3224,197 Huntingdale Rd,Monash,3166,14,Ray,05-06-2036,145.105,-37.9023,S,h,3,3,1,2,543,139,1940,1025000
Southern Metropolitan,Oakleigh,3224,1/233 Huntingdale Rd,Monash,3166,14,Ray,06-06-2036,145.1043,-37.9058,S,u,3,3,1,2,119,,1970,637000
Southern Metropolitan,Oakleigh,3224,1/157 Atherton Rd,Monash,3166,14,Woodards,07-06-2036,145.1009,-37.9001,S,u,3,3,2,2,279,95,1930,633500
Southern Metropolitan,Oakleigh,3224,62 Eastgate St,Monash,3166,14,Buxton,08-06-2036,145.0886,-37.9087,S,h,4,4,1,2,604,183,1965,1180000
Southern Metropolitan,Oakleigh,3224,9 Winifred St,Monash,3166,14,Ray,09-06-2036,145.1021,-37.8952,S,h,3,3,1,1,685,,,1124000
Southern Metropolitan,Oakleigh,3224,36 Hatter St,Monash,3166,14,Buxton,10-06-2036,145.088,-37.9066,S,h,3,3,1,2,528,112,1930,1225000
Southern Metropolitan,Oakleigh,3224,1474 Dandenong Rd,Monash,3166,14,Woodards,11-06-2036,145.0979,-37.8966,PI,h,4,3,2,1,728,,,855000
Southern Metropolitan,Oakleigh,3224,5 Grant St,Monash,3166,14,Ray,12-06-2036,145.0979,-37.8973,PI,h,5,5,3,2,695,305,2015,1600000
Southern Metropolitan,Oakleigh,3224,9/126 Atherton Rd,Monash,3166,14,O'Brien,13-06-2036,145.098,-37.9008,S,u,3,3,1,1,112,,,665000
Southern Metropolitan,Ripponlea,821,2/120 Brighton Rd,Port Phillip,3185,7.4,Gary,14-06-2036,144.9947,-37.8794,S,u,2,2,1,1,722,,1970,605000
Southern Metropolitan,Ripponlea,821,4/16 Hotham Gr,Port Phillip,3185,7.4,RT,15-06-2036,144.9969,-37.8804,S,u,2,2,1,0,477,,,660000
Southern Metropolitan,Ripponlea,821,7/1 Hotham Gr,Port Phillip,3185,7.4,Woodards,16-06-2036,144.9954,-37.8797,S,u,1,1,1,1,486,,,327000
Southern Metropolitan,Ripponlea,821,8/10 Maryville St,Port Phillip,3185,7.4,Buxton,17-06-2036,144.9934,-37.8756,S,u,2,2,1,0,785,,1964,570000
Southern Metropolitan,Ripponlea,821,26 Bell St,Port Phillip,3185,7.4,Chisholm,18-06-2036,144.9964,-37.8813,S,t,2,2,2,1,66,111,2005,755000
Southern Metropolitan,Ripponlea,821,23 Maryville St,Port Phillip,3185,7.4,Marshall,19-06-2036,144.9944,-37.8754,PI,h,4,4,2,3,485,,,1925000
Southern Metropolitan,Ripponlea,821,13/209 Hotham St,Port Phillip,3185,7.4,hockingstuart,20-06-2036,144.9974,-37.8788,S,u,2,2,1,1,0,74,1971,520000
Northern Metropolitan,Cremorne,1123,72 Cubitt St,Yarra,3121,2.5,hockingstuart,21-06-2036,144.9923,-37.8281,S,h,2,2,1,2,176,114,1920,1000000
Northern Metropolitan,Cremorne,1123,5 Gough Pl,Yarra,3121,2.5,Jellis,22-06-2036,144.9888,-37.8285,S,h,2,2,1,1,115,,,725000
Northern Metropolitan,Cremorne,1123,301/163 Cremorne St,Yarra,3121,2.5,hockingstuart,23-06-2036,144.9904,-37.8301,PI,u,1,1,1,1,0,52,2007,425000
Northern Metropolitan,Cremorne,1123,443 Punt Rd,Yarra,3121,2.5,Biggin,24-06-2036,144.9885,-37.8278,S,h,3,3,2,2,324,165,1880,1280000
Northern Metropolitan,Cremorne,1123,34 Green St,Yarra,3121,2.5,Biggin,25-06-2036,144.9947,-37.8274,S,h,2,2,1,0,146,,,1000000
Northern Metropolitan,Cremorne,1123,7/18 Kelso St,Yarra,3121,2.5,Biggin,26-06-2036,144.9897,-37.8282,S,u,2,2,1,1,0,,1980,546000
Northern Metropolitan,Cremorne,1123,443 Punt Rd,Yarra,3121,2.5,Biggin,27-06-2036,144.9885,-37.8278,PI,h,3,3,2,2,324,165,1880,1475000
Northern Metropolitan,Cremorne,1123,183 Cubitt St,Yarra,3121,2.5,Biggin,28-06-2036,144.992,-37.832,S,h,2,2,1,0,138,,,895000
Northern Metropolitan,Cremorne,1123,204/8 Balmain St,Yarra,3121,2.5,Dingle,29-06-2036,144.9907,-37.8299,SP,u,1,1,1,1,0,,2007,405000
Northern Metropolitan,Cremorne,1123,18 Chapel St,Yarra,3121,2.5,Biggin,30-06-2036,144.9967,-37.8274,S,h,2,2,1,1,131,80,1890,1015000
Northern Metropolitan,Cremorne,1123,14 Dover St,Yarra,3121,2.5,hockingstuart,01-07-2036,144.992,-37.8258,S,h,2,2,1,1,125,68,1900,930000
Northern Metropolitan,Cremorne,1123,313/163 Cremorne St,Yarra,3121,2.5,Jellis,02-07-2036,144.9904,-37.8301,SP,u,1,1,1,1,0,,,415000
Northern Metropolitan,Cremorne,1123,56 Wellington St,Yarra,3121,2.5,Jellis,03-07-2036,144.9894,-37.8266,VB,h,3,3,2,2,263,166,2016,1900000
Northern Metropolitan,Cremorne,1123,607/140 Swan St,Yarra,3121,2.5,Jellis,04-07-2036,144.9948,-37.8255,S,u,2,2,1,1,0,75,2015,662500
Northern Metropolitan,Cremorne,1123,84 Chestnut St,Yarra,3121,2.5,hockingstuart,05-07-2036,144.9952,-37.8291,S,h,2,2,1,0,128,,,831000
Northern Metropolitan,Cremorne,1123,54 Balmain St,Yarra,3121,2.5,Biggin,06-07-2036,144.9927,-37.8301,S,h,2,2,1,1,144,,,1110000
Northern Metropolitan,Cremorne,1123,308/163 Cremorne St,Yarra,3121,2.5,hockingstuart,07-07-2036,144.9904,-37.8301,S,u,2,2,1,1,0,,2007,565000
Northern Metropolitan,Cremorne,1123,175 Dover St,Yarra,3121,2.5,hockingstuart,08-07-2036,144.9914,-37.8311,S,t,2,2,1,1,151,151,1998,1010000
Northern Metropolitan,Cremorne,1123,66 Green St,Yarra,3121,2.5,Biggin,09-07-2036,144.9946,-37.8283,S,h,3,3,1,1,326,100,1890,1300000
Northern Metropolitan,Cremorne,1123,12 Melrose St,Yarra,3121,2.5,Biggin,10-07-2036,144.9891,-37.8288,S,h,3,2,2,2,138,108,2001,1300000
Southern Metropolitan,Docklands,4707,2305/241 Harbour Esp,Melbourne,3008,1.9,RT,11-07-2036,144.9433,-37.8133,VB,u,1,1,1,1,0,,,360000
Southern Metropolitan,Docklands,4707,202/440 Docklands Dr,Melbourne,3008,1.9,Raine,12-07-2036,144.9387,-37.8141,S,t,4,4,2,2,0,,,1370000
Southern Metropolitan,Docklands,4707,1508/50 Lorimer St,Melbourne,3008,1.9,RT,13-07-2036,144.9476,-37.8249,VB,u,2,2,2,2,0,128,,800000
Western Metropolitan,South Kingsville,984,42 Watt St,Hobsons Bay,3015,9.1,Sweeney,14-07-2036,144.8736,-37.8305,S,h,4,5,1,3,669,143,1950,930000
Western Metropolitan,South Kingsville,984,1/39 New St,Hobsons Bay,3015,9.1,Greg,15-07-2036,144.8671,-37.8289,SP,t,2,2,2,1,151,102,2011,650000
Western Metropolitan,South Kingsville,984,69 Watt St,Hobsons Bay,3015,9.1,Williams,16-07-2036,144.8736,-37.8321,S,h,3,3,1,5,669,124,1950,985000
Western Metropolitan,South Kingsville,984,58 Kernot St,Hobsons Bay,3015,9.1,Sweeney,17-07-2036,144.8725,-37.8307,SP,t,4,4,3,1,662,265,2016,915000
Western Metropolitan,South Kingsville,984,88 Blackshaws Rd,Hobsons Bay,3015,9.1,hockingstuart,18-07-2036,144.8757,-37.834,SP,h,3,3,2,2,738,,,845000
Western Metropolitan,South Kingsville,984,40 Greene St,Hobsons Bay,3015,9.1,Jas,19-07-2036,144.8705,-37.8303,S,h,3,3,2,3,669,,,941000
Western Metropolitan,South Kingsville,984,55 Saltley St,Hobsons Bay,3015,9.1,Barlow,20-07-2036,144.8679,-37.8298,SP,h,3,0,1,1,224,,,1030000
Western Metropolitan,South Kingsville,984,2/77 Vernon St,Hobsons Bay,3015,9.1,Gunn&Co,21-07-2036,144.8715,-37.8331,SP,h,2,2,1,2,462,,1970,392250
Western Metropolitan,South Kingsville,984,1/11 New St,Hobsons Bay,3015,9.1,Sweeney,22-07-2036,144.8675,-37.8268,S,u,3,3,1,2,144,92,1980,508000
Western Metropolitan,South Kingsville,984,2/3 New St,Hobsons Bay,3015,9.1,Jas,23-07-2036,144.8677,-37.8262,SP,h,2,2,1,1,78,130,1980,420000
Western Metropolitan,South Kingsville,984,1/72 Paxton St,Hobsons Bay,3015,9.1,Sweeney,24-07-2036,144.8693,-37.8315,S,u,2,2,1,1,126,83,1975,506000
Western Metropolitan,South Kingsville,984,41 Saltley St,Hobsons Bay,3015,9.1,Greg,25-07-2036,144.8681,-37.8288,SP,t,3,3,2,2,337,,,855000
Western Metropolitan,South Kingsville,984,2/108 Blackshaws Rd,Hobsons Bay,3015,9.1,Oak,26-07-2036,144.8739,-37.8337,VB,u,2,2,1,1,78,62,1960,380000
Western Metropolitan,South Kingsville,984,56b Vernon St,Hobsons Bay,3015,9.1,Williams,27-07-2036,144.8713,-37.8317,SP,t,2,2,1,1,228,100,2000,611000
Western Metropolitan,Strathmore Heights,389,4 Boeing Rd,Moonee Valley,3041,12.5,Nelson,28-07-2036,144.8995,-37.7141,S,h,4,4,2,2,697,277,2012,1260000
Western Metropolitan,Strathmore Heights,389,12 Boeing Rd,Moonee Valley,3041,12.5,Nelson,29-07-2036,144.8987,-37.7137,S,h,4,4,3,2,528,192,1966,931999
Western Metropolitan,Strathmore Heights,389,347 Mascoma St,Moonee Valley,3041,12.5,Considine,30-07-2036,144.8966,-37.715,S,h,4,3,2,4,556,,,800000
Western Metropolitan,Strathmore Heights,389,5 Lockheed St,Moonee Valley,3041,12.5,Nelson,31-07-2036,144.8975,-37.7156,S,h,4,4,3,2,541,,,950000
Western Metropolitan,Strathmore Heights,389,14 Elysee Ct,Moonee Valley,3041,12.5,Brad,01-08-2036,144.8966,-37.7115,VB,h,4,4,2,2,539,,,780000
Western Metropolitan,Travancore,1052,2/9 Buckland St,Moonee Valley,3032,5.3,Nelson,02-08-2036,144.9342,-37.7822,S,u,2,2,1,1,0,,1960,503000
